seed_id,seed_title,rec_1_title,rec_1_label,rec_1_score_10,rec_1_reason,rec_2_title,rec_2_label,rec_2_score_10,rec_2_reason,rec_3_title,rec_3_label,rec_3_score_10,rec_3_reason,rec_4_title,rec_4_label,rec_4_score_10,rec_4_reason,rec_5_title,rec_5_label,rec_5_score_10,rec_5_reason,rec_6_title,rec_6_label,rec_6_score_10,rec_6_reason,rec_7_title,rec_7_label,rec_7_score_10,rec_7_reason,rec_8_title,rec_8_label,rec_8_score_10,rec_8_reason,rec_9_title,rec_9_label,rec_9_score_10,rec_9_reason,rec_10_title,rec_10_label,rec_10_score_10,rec_10_reason,rec_11_title,rec_11_label,rec_11_score_10,rec_11_reason,rec_12_title,rec_12_label,rec_12_score_10,rec_12_reason,rec_13_title,rec_13_label,rec_13_score_10,rec_13_reason,rec_14_title,rec_14_label,rec_14_score_10,rec_14_reason,rec_15_title,rec_15_label,rec_15_score_10,rec_15_reason
30,Neon Genesis Evangelion,Neon Genesis Evangelion: The End of Evangelion,2,10,"Provides the definitive cinematic conclusion, expanding the series' themes.",Evangelion: 3.0+1.0 Thrice Upon a Time,2,9,Final Rebuild film delivering a philosophical closure to Shinji’s journey.,Evangelion: 2.0 You Can (Not) Advance,2,8,Reimagines early Angel battles with upgraded animation and deeper character focus.,RahXephon,2,8,"Shares Evangelion’s mecha‑psychology, exploring memory and existential themes.",Evangelion: 3.0 You Can (Not) Redo,2,8,"Continues the Rebuild saga after a 14‑year jump, intensifying existential conflict.",Evangelion: 1.0 You Are (Not) Alone,2,7,"Modern retelling of the series’ start, offering clearer visuals and refined pacing.",DARLING in the FRANXX,2,7,"Teen pilots in a post‑apocalyptic world face mysterious monsters, echoing Evangelion’s tone.",The Big O,2,7,"Noir‑styled mecha series with amnesia‑driven mystery, matching Evangelion’s mood.",NieR:Automata Ver1.1a,1,6,"Post‑apocalyptic action with AI‑driven androids, probing identity and purpose.",PLUTO,1,6,Philosophical sci‑fi mystery about sentient robots that mirrors Evangelion’s existential questions.,86 EIGHTY-SIX,1,6,"Dark war drama about child pilots of unmanned weapons, resonating with Evangelion’s trauma.",A.D. Police Files,1,6,Prequel police spin‑off expanding the Evangelion universe through a gritty investigative lens.,Revolutionary Girl Utena,1,5,"Surreal psychological drama with symbolic battles of identity, akin to Evangelion’s introspection.",Guilty Crown,1,5,Dystopian mecha with a conflicted teen protagonist and themes of sacrifice.,Armored Trooper Votoms,1,5,"Real‑robot military series exploring war, conspiracy, and philosophical dilemmas."
19815,"No Game, No Life",KONOSUBA -God's blessing on this wonderful world!,2,9,"Isekai comedy with game‑like mechanics and an over‑powered, sarcastic duo, mirroring No Game No Life’s parody tone.",Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,2,8,"Features a sibling‑style protagonist thrust into a video‑game world, emphasizing strategic battles and humor.",Tales of Wedding Rings,2,8,"Isekai where the hero uses game‑style tactics and a harem, matching the strategic‑gaming vibe of the seed.",Combatants Will Be Dispatched!,2,7,Parody‑heavy fantasy with clever tactics and a meta‑gaming premise similar to No Game No Life.,The Daily Life of a Middle-Aged Online Shopper in Another World,2,7,"Isekai about a middle‑aged man exploiting an online shop in a game‑like world, blending humor and strategy.",KONOSUBA -God's blessing on this wonderful world!- Legend of Crimson,2,7,"KonoSuba OVA that expands the parody‑rich, video‑game‑styled world, appealing to fans of No Game No Life.",KONOSUBA -God's blessing on this wonderful world! 2,1,6,"Second season of KonoSuba, continuing the satirical, game‑world setting.",KONOSUBA -God's blessing on this wonderful world! 3,1,6,"Third season of KonoSuba, preserving the parody and strategic humor.",The Hidden Dungeon Only I Can Enter,1,5,Focuses on a hidden dungeon and skill‑creation system that fans of game‑style strategy will enjoy.,The Legendary Hero is Dead!,1,5,"Body‑swap comedy with absurd battles, offering a similarly off‑beat humor.",The Familiar of Zero,1,5,"Magical‑school isekai with a light‑hearted tone and harem elements, echoing the playful vibe.",Is It Wrong to Try to Pick Up Girls in a Dungeon? II: Is It Wrong to Go Searching for Herbs on a Deserted Island?,1,5,"DanMachi’s comedic adventure with occasional parody, matching the seed’s humor.",Is It Wrong to Try to Pick Up Girls in a Dungeon? III: Is It Wrong to Try to Find a Hot Spring in Orario? -Bath God Forever-,1,5,"Continues DanMachi’s slapstick and ecchi fantasy, a moderate fit for No Game No Life fans.",Tales of Wedding Rings Season 2,1,4,"Second season of Tales of Wedding Rings, extending the same isekai‑harem formula.",Miyuki-chan In Wonderland,1,4,"Isekai parody set in an all‑female world, sharing the ecchi‑heavy, comedic tone."
20447,Noragami,Noragami Aragoto,2,10,Direct sequel that continues Yato’s story with the same characters and world.,Noragami ARAGOTO OVA,2,9,"OVA set after season 2, offering extra Yato adventures in the same tone.",JUJUTSU KAISEN,2,9,"Urban supernatural series about teen exorcists battling curses, sharing exorcism and god‑like powers.",Kekkaishi,2,8,"Focuses on youkai‑fighting shikigami at a school, mirroring Noragami’s mythic battles.",Soul Eater,2,8,Weapon‑partner dynamics and a supernatural academy echo Noragami’s god‑weapon relationship.,Yu Yu Hakusho: Ghostfiles,2,7,Spirit‑detective work in modern Japan parallels Noragami’s blend of action and the supernatural.,SHAMAN KING (2021),2,7,"Shaman who communes with spirits and fights in a tournament, similar to Yato’s god‑human interactions.",Twin Star Exorcists,1,6,"Teen exorcists battle demons in a modern setting, echoing the god‑human dynamics.",The Boy and the Beast,1,6,Found‑family bond between a human and a beast in an urban‑fantasy backdrop.,The Legend of Luoxiaohei,1,6,"Urban fantasy about a supernatural cat deity forming bonds with humans, matching Noragami’s modern mythic tone.",The Seven Deadly Sins,1,6,"Ensemble of anti‑hero knights battling demons in a modern‑mythic world, similar to Noragami’s god‑versus‑human conflicts.",The Law of Ueki,1,5,"Students wield god‑granted powers in battles, echoing Noragami’s divine combat.",Tokyo Ghoul,1,5,"Dark urban supernatural horror about hidden monsters, sharing a gritty city atmosphere.",Demon Slayer: Kimetsu no Yaiba,1,5,"Demon‑hunting teen with swordplay and tragic backstory, comparable to Yato’s battles.",Shaman King,1,5,"Classic shaman series where protagonists commune with spirits, aligning with Noragami’s deity interactions."
21,ONE PIECE,One Piece Film: Gold,2,10,"A high‑budget One Piece film set in Gran Tesoro, expanding Luffy’s adventure with new foes.",One Piece: Stampede,2,9,Celebrates the series’ 20th anniversary with a massive pirate treasure hunt featuring many fan‑favorite crews.,One Piece Film: Red,2,9,"Focuses on a music‑themed antagonist, offering a fresh, emotionally‑charged story within the One Piece world.",One Piece Film: Strong World,2,8,"Introduces the legendary pirate Shiki, delivering a standalone adventure that deepens the series’ lore.",One Piece: Episode of Merry - The Tale of One More Friend,2,8,"Retells the Going Merry’s farewell with updated animation, perfect for fans of the crew’s early journey.",One Piece: Episode of Skypiea,2,8,"Condenses the iconic Skypiea arc into a special, preserving its sky‑island wonder.",ONE PIECE: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,2,7,"Reimagines the Arlong Park arc with new visuals, highlighting Nami’s backstory.",One Piece Log: Fish-Man Island Saga,2,7,"Remastered version of the Fish‑Man Island saga, improving visuals and pacing for a key storyline.",Hunter x Hunter (2011),2,7,"Shares One Piece’s grand‑scale adventure, diverse powers, and deep character growth.",Naruto: Shippuden,2,7,"Long‑running shounen with ensemble cast, epic battles, and a quest for a legendary treasure of its own.",Naruto,2,7,"Begins the ninja journey with themes of friendship, rivalry, and a quest for recognition, echoing One Piece’s spirit.",Black Clover,2,7,"Features a determined orphan, magic battles, and a found‑family crew, mirroring One Piece’s tone.",One Piece: Adventure of Nebulandia,1,6,A non‑canonical One Piece special exploring a new island where Devil Fruit powers are suppressed.,ONE PIECE: The Movie,1,6,"Original standalone film about a gold‑obsessed pirate legend, offering a self‑contained adventure.",One Piece: Heart of Gold,1,6,"OVA where the crew hunts a lost civilization’s treasure, delivering classic pirate fun."
21087,One-Punch Man,One-Punch Man Season 2,2,10,Direct sequel that continues Saitama's over‑powered heroics and satire.,One-Punch Man: Road to Hero,2,9,"OVA expands the origin of Saitama's hero suit, deepening the original's lore.",Mob Psycho 100,2,8,Same creator (ONE) with comparable parody of super‑power tropes and urban comedy.,One-Punch Man Season 3,2,8,"Third season continues the main story, preserving the series' absurd action and satire.",One-Punch Man OVA,2,7,Additional OVA episodes offering more comedic superhero skits in the OPM universe.,Mob Psycho 100 II,2,7,Second season of Mob Psycho 100 builds on the same satirical super‑power premise.,Mob Psycho 100 III,1,6,"Third season concludes Mob Psycho 100’s parody‑laden arc, matching OPM’s tone.",DAN DA DAN,1,6,Surreal urban fantasy with over‑the‑top powers and comedy similar to OPM’s style.,DAN DA DAN Season 2,1,5,Season 2 continues the chaotic supernatural comedy of Dandadan.,Dandadan 3rd Season,1,5,Third season maintains the series' absurd power battles and parody.,Bungo Stray Dogs,1,5,Urban supernatural detectives with flashy abilities echo OPM’s hero satire.,My Hero Academia Season 5,1,5,Modern superhero school drama that shares the super‑power and action focus.,Panty & Stocking with Garterbelt,1,4,Parodic supernatural action with surreal comedy reminiscent of OPM’s humor.,Rooster Fighter,1,4,"Kaiju‑fighting rooster hero offers a bizarre, comedic take on superhero tropes.",Undead Unluck,1,4,Action‑comedy with overpowered characters and dark humor aligns loosely with OPM.
97668,One-Punch Man Season 2,One-Punch Man OVA,2,9,Official OVA adds extra Saitama stories while keeping the parody superhero tone.,One-Punch Man,2,9,"The original series establishes the over‑powered hero, satire and action that define One‑Punch Man.",Mob Psycho 100,2,8,"Created by ONE, Mob Psycho 100 shares the same absurd humor, urban setting and super‑power satire.",One-Punch Man: Road to Hero,2,8,"Road to Hero OVA explores Saitama’s origin suit, offering lore‑rich content for fans.",One-Punch Man Season 3,2,8,Season 3 continues Saitama’s invincible heroics and meta‑comedic style.,One Punch Man Season 3 Part 2,2,7,The second cour of Season 3 expands the absurd battles and satire.,One-Punch Man Season 2 OVA,2,7,Unaired OVA episodes from Season 2 provide more of the same parody action.,Mob Psycho 100 II,1,6,Mob Psycho 100 II deepens the protagonist’s growth while retaining the series’ humor.,Gintama,1,6,"Gintama mixes action, parody and absurd comedy in a modern setting, appealing to OPM fans.",Rooster Fighter,1,5,Rooster Fighter parodies superhero tropes with over‑the‑top action and urban chaos.,Bungo Stray Dogs,1,5,Bungo Stray Dogs blends super‑power battles with urban detective satire.,My Hero Academia,1,5,"My Hero Academia offers a shounen take on heroes and quirks, resonating with OPM’s super‑power theme.",Dragon Ball Super,1,5,"Dragon Ball Super delivers high‑octane super‑power battles, though without the satire.",Undead Unluck,1,5,"Undead Unluck mixes action, comedy and urban supernatural powers, matching OPM’s over‑the‑top tone.",Fire Force Season 3,1,4,"Fire Force S3 features urban super‑power firefighting and dark humor, aligning with OPM’s action‑comedy blend."
20623,Parasyte -the maxim-,Gantz,2,9,"Features alien‑fighting death games, graphic body‑horror and existential dread similar to Parasyte.",Tokyo Ghoul,2,9,Urban setting with a human‑monster anti‑hero and moral questions about identity.,Devilman Crybaby,2,8,"Shapeshifting demons, intense gore and a philosophical look at humanity.",Elfen Lied,2,8,"Mutant powers, visceral body‑horror and tragic anti‑hero drama echo Parasyte’s tone.",PLUTO,2,8,"Thought‑provoking sci‑fi mystery about AI and humanity, with strong moral questions.",Texhnolyze,2,7,Bleak cyber‑punk world where body modification and survival drive a philosophical narrative.,Akira,2,7,"Dystopian urban chaos, psychic powers and philosophical conflict mirror Parasyte’s themes.",GANTZ:O,2,7,"Gantz spin‑off with more CGI‑driven alien battles and body‑horror, expanding the same premise.",From the New World,1,6,"Post‑apocalyptic society with psychic abilities, moral ambiguity and philosophical depth.",DARLING in the FRANXX,1,5,Features giant bio‑organisms and survival drama in a dystopian future.,X,1,5,"Cosmic horror and shapeshifting powers create a dark, philosophical conflict.",Death Note,1,5,Psychological cat‑and‑mouse game with an anti‑hero and deep moral questions.,JUJUTSU KAISEN,1,5,Urban curses and monstrous transformations echo Parasyte’s body‑horror themes.,Hunter x Hunter (2011),1,5,Philosophical adventure with survival elements and evolving powers.,Neon Genesis Evangelion,1,5,"Psychological sci‑fi with alien threats, body‑horror and existential questions."
101291,Rascal Does Not Dream of Bunny Girl Senpai,Rascal Does Not Dream of a Dreaming Girl,2,10,Direct sequel film that continues the Puberty Syndrome premise with Sakuta and Mai.,Rascal Does Not Dream of Santa Claus,2,9,"College‑set sequel expanding the same characters, memory‑manipulation themes and romance.",Rascal Does Not Dream of a Sister Venturing Out,2,8,"OVA focusing on Kaede’s rehabilitation, preserving the series’ blend of supernatural issues and coming‑of‑age drama.",Charlotte,2,8,"Centers on puberty‑related powers and emotional trauma, mirroring the core concept of Puberty Syndrome.",Bakemonogatari,2,8,Urban‑fantasy monologue series with teen cast and psychological supernatural phenomena similar to the seed.,Monogatari Series Second Season,2,7,Second season of Monogatari continues urban‑fantasy mysteries with teen cast and psychological depth.,Owarimonogatari Second Season,2,7,Later Monogatari arcs maintain the blend of psychological horror and romantic comedy.,The Detective Is Already Dead,2,7,"Combines memory manipulation, urban fantasy, and romance, appealing to fans of psychological supernatural drama.",Call of the Night,1,6,"Urban‑fantasy romance with a nocturnal, introspective vibe akin to the seed’s blend of supernatural and coming‑of‑age.",Mob Psycho 100,1,6,"Features a teen with suppressed powers and personal growth, matching the seed’s emotional tone.",xxxHOLiC,1,5,"High‑schooler confronts spirits in a quirky, psychological urban‑fantasy setting.",ERASED,1,5,"Time‑travel mystery with a teen protagonist confronting past trauma, resonating with the seed’s psychological depth.",Fruits Basket (2019),1,5,Supernatural family curse and teen romance that echo the seed’s emotional‑healing themes.,BEASTARS,1,5,"Coming‑of‑age drama with psychological tension, offering a different but emotionally resonant setting.",Revolutionary Girl Utena,1,5,"Surreal psychological romance with teen protagonists, sharing thematic depth with the seed."
21355,Re:ZERO -Starting Life in Another World-,Re:ZERO -Starting Life in Another World- Season 2,2,10,Direct continuation of Re:ZERO with new arcs and deeper character development.,Re:ZERO -Starting Life in Another World- Season 2 Part 2,2,9,Second half of Season 2 expands the death‑loop lore and Subaru’s struggle.,Re:ZERO -Starting Life in Another World- Season 3,2,9,Season 3 introduces fresh antagonists while deepening the time‑loop consequences.,The Promised Neverland Season 2,2,9,Shares Re:ZERO’s dark psychological tension and high‑stakes survival twists.,Re:ZERO -Starting Life in Another World- Season 4,2,8,Season 4 adds new settings and escalates the tragedy while keeping core themes.,Puella Magi Madoka Magica,2,8,Features time‑loop mechanics and tragic magical themes similar to Re:ZERO.,Fate/stay night [Heaven’s Feel] III. spring song,2,8,Dark magical conflict and intense emotional trauma echo Re:ZERO’s atmosphere.,Re:ZERO -Starting Life in Another World- OVAs,2,7,OVAs provide side stories that flesh out characters and world‑building for fans.,Akame ga Kill!,2,7,Gory action and anti‑hero tragedy appeal to Re:ZERO’s brutal narrative style.,JUJUTSU KAISEN,2,7,"Centers on curses and supernatural battles, matching Re:ZERO’s darker elements.",Attack on Titan,1,6,Post‑apocalyptic survival and moral ambiguity provide comparable emotional weight.,Death Note,1,6,Psychological cat‑and‑mouse thriller aligns with Re:ZERO’s mind‑games.,Made in Abyss: Dawn of the Deep Soul,1,5,Dark fantasy with tragic stakes and perilous exploration mirrors Re:ZERO’s grim world.,Revolutionary Girl Utena,1,5,Psychological drama and subversive tragedy resonate with Re:ZERO’s thematic depth.,Hunter x Hunter (2011),1,5,Complex characters and strategic battles appeal to fans of Re:ZERO’s intricate plot.
140960,SPY x FAMILY,SPY x FAMILY Season 2,2,10,"Direct continuation of the series, expanding the Forger family's missions.",SPY x FAMILY Season 3,2,9,Third season continues the espionage‑family blend with higher stakes.,SPY x FAMILY CODE: White,2,8,"Feature‑length film set in the same universe, keeping the same tone and characters.",SPY x FAMILY Cour 2,2,8,Second half of season 2 deepens the school arc and Operation Strix.,Buddy Daddies,2,7,Assassin duo caring for a child mirrors the found‑family comedy of SPY×FAMILY.,Bungo Stray Dogs,1,6,Detective agency with supernatural powers offers a similar action‑comedy vibe.,WITCH WATCH,1,6,"Magic‑filled witch duo forms a quirky found‑family, echoing the Forger household’s humor.",Mob Psycho 100,1,6,Psychic teen with comedic slice‑of‑life moments shares the humor‑supernatural mix.,My Hero Academia,1,5,Super‑powered heroes in a school setting provide ensemble action and comedy akin to SPY×FAMILY.,Fruits Basket (2019),1,5,Supernatural family secret and heart‑warming relationships echo the series’ tone.,The Disastrous Life of Saiki K.,1,5,Supernatural comedy about a gifted teen dealing with everyday life provides comparable humor.,HINAMATSURI,1,5,Super‑powered girl living with a reluctant adult creates a quirky family dynamic.,Undead Unluck,1,4,Action‑comedy with abnormal abilities and a reluctant partnership offers comparable energy.,Gabriel DropOut,1,4,"Angel‑demon comedy focuses on everyday life despite supernatural powers, similar light tone.",Tokyo Ravens,1,4,Magic‑focused school story with family‑like bonds and comedic moments aligns with the series.
199,Spirited Away,Kiki's Delivery Service,2,9,"A young witch learns independence in a whimsical urban fantasy, mirroring Chihiro’s growth.",Howl‘s Moving Castle,2,9,"A girl enters a magical world of curses and shapeshifting, echoing Spirited Away’s spirit realm.",Suzume,2,9,Modern Japanese setting with a teen heroine confronting supernatural doors and personal trauma.,The Boy and the Heron,2,8,"Miyazaki’s contemplative tale of a teen navigating a surreal, spirit‑filled world after loss.",The Ancient Magus' Bride,2,8,"Female lead bound to a magical youkai world, exploring contracts and otherworldly societies.",Fullmetal Alchemist: Brotherhood,2,8,Alchemical quest and strict rules of equivalent exchange parallel Chihiro’s journey through a rule‑bound spirit world.,Princess Mononoke,2,7,"Human protagonist confronts nature spirits and gods, reflecting the film’s spirit‑world conflict.",To Your Eternity,2,7,"An immortal shapeshifter learns humanity, echoing Chihiro’s transformative experience.",Witch Hat Atelier,2,7,"Girl pursues forbidden magic in a richly mythic setting, resonating with Chihiro’s apprenticeship.",The Twelve Kingdoms,1,6,"Female protagonist thrust into a youkai‑filled alternate realm, sharing isekai and coming‑of‑age themes.",The Boy and the Beast,1,6,"Orphan boy trains with beasts in a hidden world, offering a rite‑of‑passage parallel to Chihiro’s growth.",Re:ZERO -Starting Life in Another World-,1,5,"Isekai with time loops and curses, providing a darker but thematically related supernatural adventure.",JUJUTSU KAISEN,1,5,"Urban fantasy centered on curses and youkai, matching Spirited Away’s supernatural cityscape.",Twin Star Exorcists,1,5,"Twin exorcists battle demons in an urban setting, offering a lighter supernatural counterpart.",Mushoku Tensei: Jobless Reincarnation,1,5,"Isekai reincarnation story with magic and personal growth, echoing the otherworldly journey motif."
9253,Steins;Gate,Steins;Gate 0,2,10,Direct sequel continuing Okabe's time‑travel saga with the same cast and themes.,Steins;Gate The Movie – Load Region of Déjà Vu,2,9,Film sequel that concludes the original timeline while preserving the sci‑fi thriller tone.,Steins;Gate 0: 23β -Divide by Zero-,2,8,Alternate episode that deepens the alternate‑world premise and leads into Steins;Gate 0.,ID: INVADED,2,8,Psychological mystery about memory manipulation and virtual‑world investigation echoing Steins;Gate’s mind‑bending plot.,Serial Experiments Lain,2,7,"Denpa cyber‑psychology series exploring virtual reality and identity, thematically similar to Steins;Gate’s philosophical tech focus.",Paranoia Agent,2,7,Urban denpa thriller with memory distortion and existential dread akin to Steins;Gate’s tone.,PLUTO,1,6,Sci‑fi thriller featuring AI and memory manipulation that offers a cerebral feel for Steins;Gate fans.,Eden of the East,1,6,"Conspiracy‑driven story about a secret system and memory alteration, matching Steins;Gate’s tech‑heavy intrigue.",The Perfect Insider,1,6,Detective‑driven sci‑fi mystery with philosophical AI elements comparable to the series.,Vivy -Fluorite Eye's Song-,1,6,"AI protagonist rewrites history via time manipulation, sharing Steins;Gate’s blend of sci‑fi and philosophical stakes.",Texhnolyze,1,5,Dystopian cyber‑punk drama with philosophical themes and a bleak urban setting reminiscent of Steins;Gate’s darker moments.,BABYLON,1,5,"Urban conspiracy thriller with memory manipulation and philosophical undertones, appealing to Steins;Gate viewers.",Higurashi: When They Cry - GOU,1,5,Time‑loop mystery with denpa horror and conspiratorial plot that mirrors Steins;Gate’s tension.,Code Geass: Lelouch of the Rebellion,1,5,Strategic sci‑fi thriller with conspiracies and a charismatic anti‑hero echoing the series’ tension.,Neon Genesis Evangelion,1,5,Psychological mecha drama with existential dread and philosophical undertones similar to Steins;Gate.
11757,Sword Art Online,Sword Art Online the Movie: Ordinal Scale,2,10,"Direct SAO film sequel set after the original death game, continuing Kirito's story.",Sword Art Online II,2,9,"Second season of the main series, following Kirito into new virtual worlds and the Death Gun arc.",Sword Art Online the Movie -Progressive- Aria of a Starless Night,2,8,"Progressive film retells the Aincrad arc from Asuna’s perspective, deepening the original SAO narrative.",Sword Art Online the Movie -Progressive- Scherzo of Deep Night,2,8,"Continuation of the Progressive series, expanding the early‑game storyline with new challenges.",Sword Art Online: Alicization,2,7,"Later SAO arc where Kirito awakens in a new, expansive virtual world, maintaining core themes.",Sword Art Online EXTRA EDITION,1,6,"OVA spin‑off set in the SAO universe, offering light‑hearted side stories with the main cast.",Re:ZERO -Starting Life in Another World-,1,6,"Isekai series where Subaru relives a death‑loop world, sharing SAO’s high‑stakes survival vibe.",Is It Wrong to Try to Pick Up Girls in a Dungeon?,1,6,"Fantasy adventure about dungeon delving and romance, echoing SAO’s game‑like setting.",Sword Art Online (Original Movie),1,5,"Standalone SAO movie that revisits the series’ concepts, though with less impact than the main arcs.",Attack on Titan,1,5,"Post‑apocalyptic survival story with humanity fighting monstrous threats, similar tension and action.",Demon Slayer: Kimetsu no Yaiba,1,5,"Sword‑wielding teen hero battles demons in a tragic fantasy world, matching SAO’s action and emotional stakes.",JUJUTSU KAISEN,1,5,"Urban supernatural battles featuring teen sorcerers, comparable to SAO’s blend of action and teen drama.",Hunter x Hunter (2011),1,4,"Shounen adventure about hunters and diverse abilities, offering a broad fantasy exploration like SAO.",ONE PIECE,1,4,"Epic pirate adventure with a large ensemble and ongoing quest, appealing to fans of long‑running action series.",Tokyo Ghoul,1,4,"Dark urban fantasy where a teen becomes a half‑ghoul, providing a gritty survival tone akin to SAO’s darker moments."
20594,Sword Art Online II,Sword Art Online: Alicization,2,10,Direct sequel that continues Kirito's story in a new virtual world.,Sword Art Online: Alicization - War of Underworld,2,9,"Continues the Alicization arc with a full‑scale war, keeping the same setting and cast.",Sword Art Online: Alicization - War of Underworld Part 2,2,8,"Concludes the War of Underworld, providing the final resolution of the Alicization storyline.",Sword Art Online the Movie: Ordinal Scale,2,8,Post‑main‑arc movie that introduces AR tech while retaining the core SAO characters.,Sword Art Online,2,7,Original series establishes the death‑game VR premise that defines SAO II.,Sword Art Online EXTRA EDITION,1,6,Special episode expanding the SAO universe with additional ALO content.,Overlord,1,6,"Features a VRMMO world and an anti‑hero protagonist, appealing to SAO fans.",Shangri-La Frontier,1,6,"Comedy‑driven series about a player tackling high‑end VR games, sharing the virtual‑world focus.",Sword Art Online (Original Movie),1,5,Original SAO movie that offers a self‑contained story with the same cast and setting.,Shangri-La Frontier Season 2,1,5,Second season continues the VR game premise with higher stakes and new challenges.,Combatants Will Be Dispatched!,1,4,Parody of isekai and game mechanics that will amuse viewers who enjoy SAO’s meta‑gaming jokes.,Re:ZERO -Starting Life in Another World-,1,4,"Isekai with a time‑loop tragedy, sharing high‑stakes survival and emotional tone.",Hunter x Hunter (2011),1,4,Adventure‑heavy shounen with deep world‑building and strong character growth.,Fullmetal Alchemist: Brotherhood,1,4,Highly praised action‑adventure with tragedy and emotional stakes similar to SAO.,EDENS ZERO,1,4,Space‑faring adventure with a virtual‑world element and ensemble cast that fans of SAO may enjoy.
101280,That Time I Got Reincarnated as a Slime,That Time I Got Reincarnated as a Slime Season 2,2,9,"Continues Rimuru’s story directly, expanding the world and characters.",That Time I Got Reincarnated as a Slime Season 2 Part 2,2,9,"Concludes the second cour, deepening politics and alliances.",That Time I Got Reincarnated as a Slime Season 3,2,9,Shows Rimuru’s rise to Demon Lord and larger conflicts.,That Time I Got Reincarnated as a Slime Season 4,2,8,Advances kingdom‑building with new adversaries and world‑building.,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,2,8,Introduces an original film storyline expanding the Slime universe.,"So I'm a Spider, So What?",2,8,Monster‑reincarnation isekai with similar humor and survival focus.,Cautious Hero: The Hero Is Overpowered but Overly Cautious,2,8,Overpowered cautious hero with comedic tone akin to Slime.,KONOSUBA -God's blessing on this wonderful world! 3,2,7,"Parody isekai with ensemble cast and absurd humor, appealing to Slime fans.",Is It Wrong to Try to Pick Up Girls in a Dungeon?,1,6,Dungeon‑exploration isekai with lively party and magic system.,The Seven Deadly Sins,1,6,Fantasy ensemble with kingdom politics and strong camaraderie.,Black Clover,1,6,Magic‑filled shounen with found‑family dynamics and power growth.,Fairy Tail,1,6,Guild‑based magic adventure with ensemble cast and friendship.,ONE PIECE,1,5,"Epic adventure with massive cast and world‑exploration, similar scope.",Yona of the Dawn,1,5,Princess‑led saga of alliance‑building and political intrigue.,Apocalypse Bringer Mynoghra: World Conquest Starts with the Civilization of Ruin,1,5,Isekai with kingdom management and strategic world‑conquest themes.
101759,The Promised Neverland,The Promised Neverland Season 2,2,10,Direct sequel continuing the story of the children’s escape.,Made in Abyss,2,9,Features child protagonists exploring a deadly abyss with similar survival horror and mystery.,Made in Abyss: Dawn of the Deep Soul,2,8,"Continues Made in Abyss with deeper horror and the enigmatic Bondrewd, matching the dark revelations of TPN.",Made in Abyss: The Golden City of the Scorching Sun,2,7,"Second season expands the abyss’s world, preserving the blend of wonder and peril akin to TPN’s setting.",Made in Abyss: Wandering Twilight,2,7,"Compilation recaps the latter half of Made in Abyss, reinforcing its thematic parallels.",From the New World,2,7,"Dystopian future where children with powers uncover hidden truths, echoing TPN’s conspiracy and survival.",Danganronpa: The Animation,2,7,"Death‑game anime with teen cast, mystery and high‑stakes survival similar to the orphanage’s peril.",Danganronpa 3: The End of Hope’s Peak High School - Despair Arc,2,7,"Concludes the Danganronpa series with despair‑filled school mystery, mirroring TPN’s tension and twists.",Talentless Nana,2,7,"School of super‑powered teens where a hidden assassin hunts classmates, sharing TPN’s secret‑identity thriller vibe.",Tokyo Ghoul,1,6,"Dark urban fantasy where a teen discovers a hidden world of ghouls, offering comparable horror and survival.",Higurashi: When They Cry - GOU,1,6,"Rural horror mystery with time loops and gruesome secrets, delivering the same unsettling atmosphere.",Attack on Titan,1,5,"Humanity’s fight against monstrous Titans in a walled city, providing a bleak survival setting like TPN.",Puella Magi Madoka Magica,1,5,"Magical‑girl series that subverts its genre with tragedy and psychological horror, akin to TPN’s dark tone.",Monster,1,4,"Psychological cat‑and‑mouse thriller focusing on a doctor’s moral dilemma, matching TPN’s suspenseful mystery.",Tomodachi Game,1,4,"Psychological survival game where friends must outwit deadly challenges, reflecting TPN’s strategic escape theme."
